EmployeeID,Age,Gender,Department,JobRole,EducationField,Education,MonthlyIncome,JobLevel,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,BusinessTravel,DistanceFromHome,Attrition
EMP0219,25,Male,Research & Development,Research Director,Marketing,2,8345,2,8,6,2,2,3,3,Yes,Travel_Rarely,14,Yes
EMP0220,40,Male,Research & Development,Research Scientist,Life Sciences,2,10877,2,1,0,3,1,3,3,No,Travel_Frequently,18,No
EMP0221,46,Male,Research & Development,Research Director,Life Sciences,3,10162,3,2,1,1,3,4,4,Yes,Travel_Rarely,18,No
EMP0222,22,Male,Research & Development,Research Director,Life Sciences,3,8825,2,5,4,3,3,2,3,No,Non-Travel,6,No
EMP0223,59,Male,Sales,Manager,Medical,2,11900,1,2,1,4,4,4,3,No,Travel_Rarely,1,No
EMP0224,24,Female,Research & Development,Manager,Medical,4,8265,3,1,0,3,2,3,3,No,Non-Travel,27,No
EMP0225,59,Female,Sales,Manager,Life Sciences,1,10894,2,2,0,4,3,3,3,No,Travel_Rarely,17,No
EMP0226,53,Male,Sales,Manager,Other,2,11271,4,0,0,2,4,3,3,No,Travel_Rarely,18,No
EMP0227,58,Male,Human Resources,Manager,Medical,1,10033,2,8,7,4,4,4,3,No,Travel_Rarely,15,Yes
EMP0228,44,Male,Research & Development,Manager,Life Sciences,3,8963,3,4,3,3,2,3,3,No,Non-Travel,12,No
EMP0229,19,Female,Research & Development,Research Director,Medical,3,9734,1,0,0,1,3,4,3,No,Travel_Rarely,13,No
EMP0230,42,Male,Research & Development,Research Director,Medical,2,9484,3,1,0,3,2,1,3,No,Non-Travel,20,No
EMP0231,26,Male,Research & Development,Research Scientist,Life Sciences,3,8707,3,0,0,2,2,3,3,No,Travel_Rarely,2,No
EMP0232,44,Female,Research & Development,Research Scientist,Life Sciences,2,10944,4,6,1,1,2,4,3,No,Travel_Rarely,4,No
EMP0233,18,Male,Research & Development,Manager,Technical Degree,3,7453,1,0,0,4,4,4,4,No,Travel_Frequently,3,No
EMP0234,40,Male,Research & Development,Research Director,Medical,2,8893,2,9,6,2,2,4,3,No,Non-Travel,19,No
EMP0235,27,Male,Sales,Sales Representative,Medical,2,8362,3,0,0,3,3,1,3,Yes,Travel_Rarely,25,No
EMP0236,59,Female,Research & Development,Laboratory Technician,Medical,4,9785,1,2,1,2,4,1,3,No,Travel_Rarely,8,No
EMP0237,42,Female,Sales,Manager,Life Sciences,2,9129,2,15,8,1,1,3,3,No,Travel_Frequently,12,Yes
EMP0238,20,Female,Sales,Sales Executive,Life Sciences,1,7796,4,8,4,4,3,1,3,No,Travel_Rarely,12,No
EMP0239,23,Male,Research & Development,Manager,Medical,3,8124,2,0,0,2,3,4,3,No,Non-Travel,10,No
EMP0240,23,Male,Sales,Sales Representative,Life Sciences,4,6605,5,12,10,3,1,2,3,Yes,Travel_Rarely,25,No
EMP0241,19,Female,Human Resources,Manager,Life Sciences,2,8295,1,4,2,3,3,3,3,No,Travel_Rarely,1,No
EMP0242,35,Female,Human Resources,Manager,Technical Degree,1,8382,3,13,5,3,2,1,4,No,Travel_Rarely,28,No
EMP0243,40,Male,Human Resources,Human Resources,Other,2,9844,2,6,2,4,4,3,3,No,Travel_Rarely,5,No
EMP0244,19,Female,Research & Development,Research Director,Technical Degree,2,7811,2,8,6,3,2,3,3,No,Non-Travel,28,No
EMP0245,29,Male,Sales,Sales Executive,Technical Degree,2,7615,5,35,19,2,2,1,3,No,Travel_Frequently,28,No
EMP0246,39,Male,Human Resources,Human Resources,Life Sciences,3,8835,1,1,0,4,3,3,4,No,Non-Travel,20,No
EMP0247,54,Female,Research & Development,Laboratory Technician,Other,5,10647,4,6,5,1,1,3,3,No,Travel_Frequently,11,No
EMP0248,37,Male,Human Resources,Human Resources,Life Sciences,2,7517,3,4,3,3,2,4,3,No,Travel_Rarely,9,Yes
EMP0249,56,Female,Human Resources,Manager,Other,2,11155,2,0,0,4,2,2,4,No,Travel_Rarely,14,Yes
EMP0250,41,Male,Research & Development,Research Scientist,Other,2,9282,4,0,0,3,2,3,3,No,Travel_Rarely,3,No
EMP0251,37,Male,Sales,Sales Executive,Marketing,1,7487,2,0,0,4,3,4,3,No,Non-Travel,5,No
EMP0252,18,Female,Research & Development,Laboratory Technician,Other,4,9002,3,7,2,3,3,4,3,Yes,Non-Travel,24,Yes
EMP0253,18,Female,Research & Development,Healthcare Representative,Medical,2,7536,2,5,1,4,3,4,4,Yes,Non-Travel,26,No
EMP0254,34,Male,Research & Development,Research Scientist,Life Sciences,2,8733,4,5,2,4,3,4,4,Yes,Non-Travel,21,No
EMP0255,18,Male,Sales,Sales Executive,Medical,3,6027,3,0,0,2,2,3,4,No,Travel_Rarely,9,No
EMP0256,47,Female,Research & Development,Research Scientist,Medical,2,11652,1,4,1,1,1,3,3,No,Travel_Rarely,18,No
EMP0257,58,Male,Human Resources,Human Resources,Life Sciences,3,9108,3,18,8,2,3,2,4,No,Travel_Rarely,6,No
EMP0258,20,Female,Research & Development,Healthcare Representative,Medical,1,8146,1,3,2,3,4,3,3,No,Travel_Rarely,21,No
EMP0259,28,Female,Research & Development,Research Director,Other,3,9470,2,6,1,2,2,4,3,No,Travel_Rarely,25,No
EMP0260,41,Male,Sales,Sales Representative,Life Sciences,4,9617,1,10,8,1,2,3,3,No,Travel_Rarely,7,Yes
EMP0261,39,Male,Research & Development,Laboratory Technician,Technical Degree,3,9572,1,10,5,2,3,3,3,No,Travel_Rarely,16,No
EMP0262,43,Male,Human Resources,Manager,Human Resources,4,7578,1,5,1,4,3,4,3,No,Travel_Rarely,8,No
EMP0263,30,Female,Sales,Sales Representative,Other,1,7752,2,13,12,3,3,2,3,Yes,Travel_Rarely,23,No
EMP0264,18,Male,Research & Development,Healthcare Representative,Other,2,8090,2,3,1,2,1,4,4,Yes,Travel_Rarely,29,No
EMP0265,41,Male,Research & Development,Healthcare Representative,Medical,3,9150,2,15,10,1,3,3,3,Yes,Travel_Rarely,10,Yes
EMP0266,27,Male,Research & Development,Research Director,Other,3,8822,1,1,0,2,1,2,3,Yes,Travel_Rarely,26,No
EMP0267,52,Male,Research & Development,Manager,Marketing,2,11205,3,2,0,1,2,4,4,Yes,Travel_Rarely,5,Yes
EMP0268,41,Male,Research & Development,Research Director,Life Sciences,2,10550,3,0,0,1,4,3,3,No,Non-Travel,11,Yes
EMP0269,45,Male,Research & Development,Laboratory Technician,Medical,1,9119,2,11,4,4,2,4,3,Yes,Travel_Rarely,29,No
EMP0270,53,Female,Sales,Manager,Marketing,2,11997,4,3,1,4,1,3,3,No,Travel_Rarely,21,No
EMP0271,33,Female,Research & Development,Research Scientist,Life Sciences,2,9753,3,1,0,1,4,3,3,Yes,Travel_Rarely,13,Yes
EMP0272,57,Female,Research & Development,Laboratory Technician,Medical,3,11058,3,1,0,1,4,4,3,Yes,Travel_Frequently,27,No
EMP0273,33,Male,Research & Development,Laboratory Technician,Medical,2,10011,2,16,8,2,3,3,3,No,Travel_Rarely,20,No
EMP0274,34,Male,Human Resources,Human Resources,Life Sciences,1,10112,1,12,7,2,2,3,4,No,Travel_Rarely,2,No
EMP0275,32,Female,Research & Development,Healthcare Representative,Medical,3,7909,4,5,4,2,1,2,3,No,Non-Travel,14,No
EMP0276,33,Male,Research & Development,Laboratory Technician,Marketing,3,8959,3,6,5,2,4,4,3,No,Travel_Rarely,9,No
EMP0277,32,Female,Research & Development,Healthcare Representative,Medical,4,7157,1,4,3,2,3,1,3,No,Travel_Rarely,10,No
EMP0278,51,Female,Research & Development,Research Director,Life Sciences,3,10734,2,3,2,3,4,4,3,No,Non-Travel,10,No
EMP0279,28,Male,Research & Development,Research Scientist,Life Sciences,2,9032,3,17,8,3,2,3,3,No,Travel_Rarely,28,No
EMP0280,18,Female,Research & Development,Manager,Life Sciences,3,7908,3,0,0,3,2,3,4,No,Travel_Rarely,10,No
EMP0281,32,Female,Research & Development,Healthcare Representative,Human Resources,2,8536,4,3,2,2,4,4,3,Yes,Non-Travel,26,No
EMP0282,43,Male,Research & Development,Laboratory Technician,Life Sciences,1,8300,1,2,1,4,3,2,3,No,Travel_Frequently,19,No
EMP0283,21,Male,Research & Development,Healthcare Representative,Medical,3,8478,2,4,2,4,1,3,4,No,Travel_Rarely,11,No
EMP0284,22,Male,Sales,Sales Representative,Life Sciences,4,8924,1,4,2,1,2,4,3,No,Travel_Rarely,11,No
EMP0285,52,Male,Research & Development,Healthcare Representative,Life Sciences,2,10187,2,5,4,2,3,4,3,No,Travel_Rarely,3,No
EMP0286,30,Male,Sales,Sales Representative,Technical Degree,2,8752,1,1,0,3,1,3,3,Yes,Travel_Rarely,19,No
EMP0287,27,Male,Research & Development,Research Director,Marketing,1,7405,4,5,3,1,2,3,3,No,Non-Travel,24,No
EMP0288,28,Female,Research & Development,Laboratory Technician,Life Sciences,1,9105,2,1,0,2,2,4,3,Yes,Travel_Rarely,22,No
EMP0289,35,Male,Sales,Sales Representative,Medical,2,8485,4,1,0,3,3,4,3,No,Travel_Rarely,1,No
EMP0290,51,Male,Research & Development,Research Scientist,Life Sciences,3,9970,1,0,0,3,2,4,3,Yes,Travel_Rarely,12,No
EMP0291,56,Female,Sales,Sales Representative,Medical,1,9871,1,10,5,2,4,3,3,Yes,Travel_Rarely,29,No
EMP0292,58,Male,Sales,Sales Executive,Medical,4,10325,2,3,1,3,1,4,4,No,Non-Travel,15,No
EMP0293,59,Female,Research & Development,Manager,Life Sciences,3,11525,2,6,1,4,3,3,4,No,Travel_Rarely,14,No
EMP0294,40,Male,Research & Development,Research Scientist,Life Sciences,3,8650,3,9,7,2,1,1,3,Yes,Travel_Rarely,3,No
EMP0295,24,Male,Sales,Manager,Life Sciences,4,7602,2,7,3,3,3,3,3,No,Non-Travel,20,Yes
EMP0296,56,Male,Research & Development,Research Scientist,Human Resources,1,10946,1,4,2,1,4,2,3,Yes,Travel_Rarely,13,Yes
EMP0297,20,Female,Research & Development,Manager,Other,2,7220,1,3,1,1,4,2,3,Yes,Travel_Rarely,18,Yes
EMP0298,29,Male,Sales,Manager,Life Sciences,3,9757,1,3,1,3,3,2,4,Yes,Travel_Rarely,16,No
EMP0299,24,Female,Research & Development,Healthcare Representative,Marketing,4,7737,3,7,6,1,3,1,4,No,Travel_Rarely,6,Yes
EMP0300,43,Male,Sales,Sales Executive,Life Sciences,3,8904,2,4,2,1,4,3,4,No,Non-Travel,10,No
EMP0301,50,Male,Sales,Sales Representative,Life Sciences,2,9217,3,13,12,1,4,1,3,No,Travel_Frequently,28,No
EMP0302,54,Male,Research & Development,Research Scientist,Marketing,4,12258,3,14,13,3,4,2,4,No,Travel_Rarely,17,No
EMP0303,32,Female,Research & Development,Manager,Human Resources,1,9502,1,1,0,3,2,1,4,Yes,Travel_Rarely,17,No
EMP0304,19,Female,Research & Development,Manager,Other,4,7270,1,1,0,2,4,1,3,No,Travel_Rarely,8,No
EMP0305,58,Male,Research & Development,Laboratory Technician,Medical,5,12024,3,6,5,3,1,2,3,No,Travel_Rarely,4,No
EMP0306,24,Male,Human Resources,Manager,Life Sciences,2,7580,3,2,1,1,2,3,3,Yes,Travel_Rarely,15,Yes
EMP0307,49,Male,Research & Development,Manager,Marketing,3,10625,2,0,0,3,1,4,3,No,Travel_Rarely,1,No
EMP0308,21,Male,Research & Development,Laboratory Technician,Life Sciences,1,7904,1,15,12,2,2,4,4,No,Travel_Frequently,7,No
EMP0309,37,Male,Research & Development,Research Director,Medical,2,8860,1,1,0,3,3,4,3,No,Travel_Rarely,25,No
EMP0310,53,Female,Sales,Sales Executive,Life Sciences,2,10510,2,18,9,4,4,2,3,No,Non-Travel,10,No
EMP0311,49,Female,Research & Development,Research Director,Medical,3,9983,1,8,5,4,3,2,3,No,Travel_Frequently,7,No
EMP0312,45,Male,Sales,Sales Executive,Life Sciences,4,11053,1,10,8,1,3,1,3,No,Travel_Rarely,1,Yes
EMP0313,30,Male,Sales,Sales Executive,Life Sciences,3,7384,2,1,0,4,3,4,4,No,Travel_Rarely,17,No
EMP0314,18,Female,Human Resources,Human Resources,Human Resources,2,8168,1,1,0,1,3,1,3,Yes,Travel_Frequently,12,Yes
EMP0315,52,Female,Research & Development,Research Director,Life Sciences,3,10570,1,5,2,4,2,3,3,No,Non-Travel,17,No
EMP0316,47,Male,Research & Development,Laboratory Technician,Medical,4,10499,4,1,0,2,4,2,3,Yes,Travel_Rarely,15,No
EMP0317,53,Male,Research & Development,Manager,Life Sciences,1,11406,2,2,0,2,3,2,3,Yes,Travel_Rarely,24,No
EMP0318,42,Male,Sales,Manager,Life Sciences,5,8855,4,2,1,1,3,4,3,No,Travel_Rarely,16,No
EMP0319,33,Male,Sales,Sales Representative,Life Sciences,1,9331,2,1,0,1,3,4,4,No,Travel_Rarely,23,Yes
EMP0320,36,Male,Sales,Sales Executive,Life Sciences,3,6713,3,1,0,3,4,4,3,No,Travel_Frequently,14,No
EMP0321,18,Male,Research & Development,Healthcare Representative,Technical Degree,2,7364,1,10,5,4,2,3,3,No,Travel_Rarely,3,No
EMP0322,22,Female,Research & Development,Laboratory Technician,Life Sciences,1,7520,3,1,0,3,2,4,3,Yes,Travel_Rarely,19,Yes
EMP0323,39,Male,Research & Development,Research Director,Other,2,8617,1,0,0,3,3,3,3,No,Travel_Frequently,12,No
EMP0324,41,Male,Sales,Manager,Medical,3,9108,1,6,2,3,3,4,4,Yes,Travel_Rarely,19,No
EMP0325,54,Male,Human Resources,Human Resources,Medical,2,10128,4,26,10,2,4,2,3,No,Travel_Rarely,18,No
EMP0326,53,Female,Research & Development,Healthcare Representative,Medical,1,11302,2,2,0,1,2,3,3,No,Travel_Rarely,14,Yes
EMP0327,53,Female,Research & Development,Manager,Medical,3,10932,4,0,0,1,2,3,3,Yes,Travel_Frequently,20,No
EMP0328,21,Male,Research & Development,Healthcare Representative,Marketing,4,7647,2,5,2,2,4,3,3,No,Travel_Frequently,23,No
EMP0329,53,Male,Research & Development,Laboratory Technician,Life Sciences,2,11035,2,16,15,2,2,4,3,No,Travel_Rarely,9,No
EMP0330,35,Female,Sales,Sales Representative,Life Sciences,2,8899,2,10,6,1,3,4,3,No,Travel_Rarely,3,No
EMP0331,33,Male,Research & Development,Research Scientist,Human Resources,2,9888,3,6,2,1,2,3,3,No,Travel_Rarely,26,No
EMP0332,58,Male,Research & Development,Laboratory Technician,Other,1,11761,2,2,1,1,2,3,4,Yes,Travel_Rarely,23,Yes
EMP0333,35,Male,Sales,Sales Representative,Human Resources,4,8824,4,5,2,4,3,3,3,Yes,Travel_Frequently,12,No
EMP0334,39,Male,Sales,Manager,Medical,4,8402,1,0,0,1,1,4,3,Yes,Non-Travel,20,Yes
EMP0335,19,Male,Sales,Sales Representative,Marketing,3,6997,3,7,3,3,4,3,4,Yes,Travel_Rarely,17,No
EMP0336,38,Female,Sales,Sales Executive,Medical,2,8600,2,9,6,3,3,1,4,No,Travel_Rarely,5,No
EMP0337,53,Female,Research & Development,Research Scientist,Medical,3,10487,1,23,19,3,2,3,3,No,Travel_Rarely,8,No
EMP0338,56,Male,Research & Development,Healthcare Representative,Life Sciences,3,11194,2,2,1,1,3,1,3,No,Travel_Rarely,19,Yes
EMP0339,56,Female,Research & Development,Research Scientist,Medical,4,11552,2,0,0,2,3,4,3,No,Travel_Rarely,26,No
EMP0340,46,Male,Sales,Manager,Life Sciences,3,9639,1,5,2,1,1,2,3,No,Travel_Frequently,4,No
EMP0341,43,Male,Research & Development,Manager,Life Sciences,3,9952,1,8,4,2,2,3,3,No,Travel_Frequently,15,No
EMP0342,38,Male,Research & Development,Research Scientist,Technical Degree,3,9654,2,10,9,1,2,4,3,No,Travel_Rarely,19,No
EMP0343,34,Female,Sales,Sales Representative,Life Sciences,2,8307,2,1,0,3,3,1,3,No,Travel_Rarely,15,No
EMP0344,33,Male,Research & Development,Healthcare Representative,Life Sciences,4,8399,2,2,0,3,3,2,3,No,Travel_Rarely,26,Yes
EMP0345,48,Male,Research & Development,Research Director,Life Sciences,2,8935,1,5,1,3,3,3,3,No,Travel_Rarely,14,No
EMP0346,26,Female,Research & Development,Research Scientist,Other,3,8023,1,2,1,2,3,2,3,No,Travel_Rarely,16,No
EMP0347,48,Female,Research & Development,Research Director,Medical,2,10718,5,13,4,2,3,3,3,Yes,Travel_Rarely,24,No
EMP0348,31,Female,Sales,Manager,Life Sciences,3,7917,4,4,2,4,3,4,3,No,Travel_Rarely,10,Yes
EMP0349,54,Male,Research & Development,Research Scientist,Technical Degree,3,10629,2,11,4,2,3,4,3,No,Travel_Rarely,24,No
EMP0350,19,Male,Research & Development,Manager,Technical Degree,2,8393,5,6,4,3,2,4,3,Yes,Travel_Rarely,14,No
EMP0351,31,Male,Research & Development,Research Director,Life Sciences,1,9396,3,10,9,3,4,4,3,No,Travel_Rarely,20,No
EMP0352,50,Male,Research & Development,Research Director,Marketing,3,9636,1,2,1,2,3,3,3,No,Travel_Rarely,11,No
EMP0353,52,Female,Research & Development,Manager,Marketing,3,11457,1,12,6,2,4,2,3,No,Travel_Rarely,2,No
EMP0354,56,Male,Sales,Sales Representative,Medical,2,11381,4,2,1,2,3,2,3,No,Travel_Rarely,28,No
EMP0355,37,Male,Sales,Manager,Life Sciences,2,8056,3,5,4,1,2,4,3,Yes,Travel_Rarely,19,No
EMP0356,19,Female,Research & Development,Laboratory Technician,Technical Degree,3,7360,4,1,0,1,3,3,3,No,Non-Travel,3,Yes
EMP0357,58,Male,Sales,Manager,Medical,1,11592,4,4,3,1,2,2,3,No,Travel_Rarely,4,Yes
EMP0358,36,Male,Research & Development,Manager,Life Sciences,2,9262,2,2,1,1,3,3,3,Yes,Travel_Rarely,11,No
EMP0359,54,Female,Human Resources,Manager,Medical,2,8044,1,2,0,3,3,3,3,No,Travel_Rarely,13,No
EMP0360,35,Female,Research & Development,Manager,Life Sciences,2,8180,1,23,13,4,4,3,3,No,Travel_Rarely,18,No
EMP0361,33,Female,Research & Development,Healthcare Representative,Life Sciences,2,8940,1,1,0,2,3,4,3,Yes,Travel_Rarely,18,No
EMP0362,21,Male,Research & Development,Healthcare Representative,Marketing,2,7249,1,10,7,4,3,3,3,No,Travel_Frequently,19,No
EMP0363,29,Male,Research & Development,Research Director,Life Sciences,1,8489,2,29,13,4,2,4,3,Yes,Travel_Rarely,12,No
EMP0364,46,Female,Research & Development,Manager,Medical,2,10205,1,0,0,4,4,3,3,No,Travel_Rarely,1,Yes
EMP0365,24,Male,Human Resources,Human Resources,Medical,2,8589,1,8,3,4,4,4,3,No,Travel_Frequently,24,No
EMP0366,31,Male,Research & Development,Manager,Life Sciences,2,8747,2,2,1,2,3,4,3,Yes,Travel_Rarely,6,Yes
EMP0367,29,Female,Human Resources,Manager,Other,2,8678,2,0,0,1,2,4,3,No,Travel_Rarely,3,No
EMP0368,52,Male,Human Resources,Human Resources,Life Sciences,4,10803,2,3,2,3,3,1,3,Yes,Non-Travel,17,No
EMP0369,22,Female,Sales,Sales Representative,Life Sciences,1,8907,2,19,13,3,1,2,3,No,Travel_Rarely,3,No
EMP0370,34,Male,Sales,Sales Representative,Life Sciences,2,8947,3,0,0,4,3,3,3,No,Travel_Rarely,1,Yes
EMP0371,59,Male,Sales,Manager,Life Sciences,1,9149,4,6,2,4,1,3,3,No,Travel_Rarely,3,No
EMP0372,49,Male,Sales,Sales Executive,Life Sciences,1,10288,1,4,3,3,3,3,3,Yes,Travel_Rarely,4,No
EMP0373,27,Female,Sales,Sales Representative,Marketing,3,8998,1,14,5,2,3,4,3,No,Travel_Frequently,6,No
EMP0374,34,Male,Research & Development,Manager,Other,3,9155,4,0,0,1,2,2,3,No,Travel_Rarely,7,No
EMP0375,22,Male,Sales,Sales Representative,Life Sciences,4,9155,2,8,6,1,3,3,3,No,Travel_Rarely,23,No
EMP0376,59,Female,Research & Development,Laboratory Technician,Medical,3,11907,3,7,3,3,4,2,3,No,Travel_Rarely,25,No
EMP0377,26,Female,Research & Development,Manager,Marketing,4,9034,1,7,3,3,1,4,3,Yes,Travel_Rarely,8,No
EMP0378,50,Female,Sales,Sales Executive,Technical Degree,1,10869,3,19,12,4,4,4,3,No,Travel_Rarely,13,No
EMP0379,53,Male,Research & Development,Manager,Medical,1,11006,4,12,7,3,1,3,3,No,Travel_Rarely,4,No
EMP0380,53,Male,Sales,Sales Executive,Life Sciences,1,8245,3,0,0,4,1,2,3,No,Non-Travel,6,No
EMP0381,35,Female,Sales,Sales Representative,Life Sciences,2,8400,1,4,2,3,1,4,3,No,Travel_Rarely,11,No
EMP0382,26,Female,Research & Development,Laboratory Technician,Marketing,2,9537,4,3,2,4,3,3,3,No,Travel_Rarely,1,No
EMP0383,46,Male,Research & Development,Manager,Technical Degree,3,9533,3,2,1,1,2,3,4,Yes,Travel_Rarely,8,Yes
EMP0384,31,Male,Research & Development,Manager,Life Sciences,1,8801,3,4,2,4,4,4,3,Yes,Travel_Frequently,22,Yes
EMP0385,42,Female,Research & Development,Manager,Life Sciences,4,9024,1,3,1,3,3,4,3,Yes,Non-Travel,2,No
EMP0386,32,Male,Research & Development,Laboratory Technician,Human Resources,4,10487,3,3,1,1,1,3,3,Yes,Travel_Rarely,8,Yes
EMP0387,23,Female,Sales,Sales Executive,Technical Degree,2,9185,1,27,13,1,3,3,4,No,Travel_Rarely,20,Yes
EMP0388,59,Male,Sales,Sales Executive,Other,1,10012,1,0,0,4,1,2,4,No,Travel_Frequently,9,No
EMP0389,46,Male,Research & Development,Research Director,Marketing,2,10297,2,17,14,1,3,3,3,No,Travel_Frequently,4,No
EMP0390,32,Female,Research & Development,Research Scientist,Life Sciences,1,8515,2,4,1,2,1,3,3,No,Travel_Rarely,17,No
EMP0391,46,Male,Human Resources,Human Resources,Medical,1,9671,3,6,1,2,2,2,3,No,Travel_Rarely,7,No
EMP0392,21,Male,Research & Development,Research Scientist,Medical,2,8587,2,12,3,3,3,1,3,No,Non-Travel,10,No
EMP0393,35,Male,Research & Development,Research Director,Life Sciences,2,9949,1,3,1,4,4,2,3,No,Travel_Rarely,5,No
EMP0394,56,Male,Research & Development,Healthcare Representative,Medical,2,11245,3,3,1,2,2,2,4,No,Travel_Rarely,10,No
EMP0395,33,Female,Research & Development,Manager,Marketing,5,11488,4,3,2,2,4,3,3,No,Travel_Rarely,27,No
EMP0396,28,Female,Human Resources,Manager,Life Sciences,3,6917,1,3,2,4,2,3,3,Yes,Travel_Rarely,12,No
EMP0397,31,Female,Research & Development,Manager,Marketing,4,7611,2,18,14,3,4,3,3,Yes,Travel_Rarely,21,No
EMP0398,20,Male,Research & Development,Laboratory Technician,Medical,1,7785,2,12,5,4,3,3,3,No,Travel_Rarely,20,No
EMP0399,59,Male,Research & Development,Research Director,Other,2,9965,2,0,0,2,2,3,3,No,Travel_Rarely,6,No
EMP0400,55,Male,Research & Development,Laboratory Technician,Life Sciences,3,9706,2,0,0,2,2,4,3,No,Non-Travel,1,No
EMP0401,59,Female,Sales,Sales Representative,Life Sciences,1,9918,2,3,2,2,1,3,3,No,Non-Travel,3,No
EMP0402,35,Female,Human Resources,Manager,Medical,1,7562,1,0,0,3,2,4,3,No,Non-Travel,27,No
EMP0403,37,Female,Research & Development,Healthcare Representative,Life Sciences,3,8696,5,6,5,1,2,3,3,No,Travel_Rarely,28,No
EMP0404,42,Male,Research & Development,Research Scientist,Marketing,3,10274,3,1,0,2,3,3,3,No,Non-Travel,7,No
EMP0405,55,Male,Research & Development,Manager,Marketing,2,10495,2,5,3,1,4,1,3,No,Travel_Rarely,11,No
EMP0406,30,Male,Research & Development,Research Director,Life Sciences,2,8756,2,0,0,2,1,3,3,Yes,Travel_Rarely,24,No
EMP0407,21,Male,Research & Development,Manager,Medical,2,8895,2,2,1,4,3,4,3,No,Travel_Rarely,12,No
EMP0408,31,Male,Sales,Sales Representative,Medical,1,7866,2,7,3,1,3,4,3,Yes,Travel_Frequently,9,Yes
EMP0409,50,Female,Human Resources,Manager,Life Sciences,2,9288,2,4,2,3,4,4,4,No,Travel_Rarely,1,Yes
EMP0410,45,Male,Sales,Sales Executive,Human Resources,2,9892,2,26,19,4,3,2,4,No,Travel_Rarely,4,No
EMP0411,54,Male,Research & Development,Laboratory Technician,Technical Degree,1,9266,2,14,6,2,3,3,3,No,Travel_Rarely,2,No
EMP0412,25,Male,Human Resources,Human Resources,Marketing,4,5592,1,3,1,3,3,3,3,No,Travel_Frequently,2,Yes
EMP0413,51,Female,Human Resources,Human Resources,Marketing,3,9856,2,0,0,4,2,3,3,No,Travel_Rarely,17,No
EMP0414,22,Male,Research & Development,Research Scientist,Medical,3,8653,4,13,4,4,1,2,4,No,Travel_Rarely,21,No
EMP0415,22,Female,Research & Development,Research Scientist,Human Resources,2,9911,1,16,4,2,2,4,3,No,Travel_Rarely,2,No
EMP0416,48,Female,Research & Development,Research Scientist,Marketing,2,10466,1,12,4,1,1,4,3,No,Travel_Rarely,4,No
EMP0417,26,Male,Sales,Sales Executive,Marketing,2,8735,1,0,0,1,3,3,3,No,Travel_Rarely,25,Yes
EMP0418,59,Female,Research & Development,Research Scientist,Technical Degree,1,11063,5,40,18,3,2,2,3,No,Travel_Rarely,11,No
EMP0419,49,Male,Research & Development,Laboratory Technician,Life Sciences,2,10657,3,2,1,3,3,2,3,Yes,Travel_Rarely,19,Yes
EMP0420,50,Male,Research & Development,Research Director,Technical Degree,3,11833,2,9,4,3,1,3,3,Yes,Travel_Rarely,24,No
EMP0421,20,Female,Research & Development,Manager,Life Sciences,3,6400,4,16,6,2,4,2,3,No,Travel_Rarely,26,No
EMP0422,47,Female,Research & Development,Research Scientist,Life Sciences,2,10590,2,1,0,1,4,4,4,No,Travel_Rarely,13,No
EMP0423,29,Male,Sales,Sales Representative,Life Sciences,2,10028,5,16,14,3,1,3,3,No,Travel_Frequently,22,No
EMP0424,46,Male,Research & Development,Laboratory Technician,Other,4,10405,2,2,1,2,2,3,4,No,Non-Travel,26,No
EMP0425,20,Male,Sales,Sales Representative,Technical Degree,1,8920,1,26,13,3,3,3,3,No,Travel_Rarely,21,No
EMP0426,43,Male,Research & Development,Research Director,Marketing,2,9436,3,2,1,2,1,1,3,No,Travel_Rarely,18,Yes
EMP0427,47,Male,Research & Development,Manager,Marketing,2,10234,2,21,16,2,2,4,4,No,Travel_Rarely,27,No
EMP0428,26,Male,Research & Development,Research Director,Medical,3,8606,3,0,0,2,2,3,4,No,Non-Travel,29,Yes
EMP0429,43,Male,Research & Development,Healthcare Representative,Other,5,8165,2,8,6,2,4,4,3,No,Travel_Rarely,19,No
EMP0430,19,Female,Sales,Manager,Medical,2,6585,3,5,4,2,4,3,3,No,Travel_Rarely,24,No
EMP0431,20,Male,Sales,Sales Representative,Life Sciences,4,6722,2,4,3,1,3,4,3,Yes,Travel_Rarely,15,No
EMP0432,21,Male,Research & Development,Healthcare Representative,Life Sciences,4,8837,1,1,0,2,3,1,3,Yes,Travel_Rarely,28,No
EMP0433,42,Male,Research & Development,Research Scientist,Marketing,2,10557,4,8,4,1,4,3,3,No,Travel_Rarely,12,No
EMP0434,30,Female,Sales,Manager,Marketing,2,8659,4,1,0,1,4,4,3,No,Travel_Rarely,25,No
EMP0435,56,Male,Sales,Sales Executive,Life Sciences,2,11139,5,5,4,3,4,4,3,No,Travel_Rarely,11,No
EMP0436,52,Male,Research & Development,Research Director,Life Sciences,5,10528,3,2,0,2,1,4,3,No,Travel_Rarely,27,No
EMP0437,40,Male,Sales,Manager,Technical Degree,2,10161,3,21,20,3,1,2,3,No,Travel_Rarely,23,No
EMP0438,26,Female,Research & Development,Manager,Life Sciences,3,8587,2,0,0,3,3,4,3,No,Travel_Rarely,1,No
